,Tweet ID,Sentiment
127,620549001184694272,neutral
128,620551647824084992,neutral
129,620552365096206336,positive
130,620553369862672384,positive
131,620556114665566208,positive
132,620556893954641921,positive
133,620561982303793152,neutral
134,620565929798279169,neutral
135,620568407063310338,neutral
136,620569168757178368,neutral
137,620575691868758016,neutral
138,620577402293481472,positive
139,620580732335996928,neutral
140,620581212848017408,positive
141,620581905101135872,neutral
142,620587148262010880,neutral
143,620592821767143424,negative
144,620598088642785280,positive
145,620603327932461056,negative
146,620605810159296513,positive
147,620606254025674752,negative
148,620611678527471616,neutral
149,620612420436791296,neutral
150,620613066586238976,neutral
151,620621995529650177,neutral
152,620622988539494400,positive
153,620629175469084672,neutral
154,620630388336037889,neutral
155,620630919964192768,neutral
156,620637305422770176,positive
157,620638288911560709,neutral
158,620640768265428992,negative
159,620643540691873792,positive
160,620644077902671872,positive
161,620645999242047488,positive
162,620646196827140096,negative
163,620647680969191424,negative
164,620648589224755200,positive
165,620650520093552640,positive
166,620652554431565824,neutral
167,620653423122198528,neutral
168,620653743046963201,positive
169,620655393446973440,neutral
170,620660657050902529,neutral
171,620662130895814657,neutral
172,620664357706432512,neutral
173,620664591622668288,neutral
174,620667314623676416,negative
175,620668597346652160,positive
176,620671084388610048,neutral
177,620671260859699200,positive
178,620671902621696000,neutral
179,620672851813609472,positive
180,620673321043144707,negative
181,620673647565533185,positive
182,620674642194251780,neutral
183,620675726124171265,neutral
184,620678986411167744,positive
185,620680006939742208,positive
186,620685572760313856,positive
187,620694757447176192,neutral
188,620695735906885632,positive
189,620697185835991040,negative
190,620699094349123584,neutral
191,620701045480534016,negative
192,620702143255740416,positive
193,620703635069116416,positive
194,620704161928216576,positive
195,620705001170694145,negative
196,620709550744838144,neutral
197,620713562173009920,neutral
198,620713775662956544,positive
199,620718775877419012,positive
200,620721131817988097,neutral
201,620722338754088960,positive
202,620722821870829568,neutral
203,620733114361487360,positive
204,620734205882953728,neutral
205,620736771278540800,positive
206,620736812101730305,positive
207,620737695761838080,positive
208,620738094237675520,positive
209,620738911011229701,neutral
210,620739696759578624,neutral
211,620744694813687808,positive
212,620750648938790912,neutral
213,620750954032443392,neutral
214,620751371294408704,positive
215,620751745849913344,positive
216,620753432706560000,neutral
217,620757000989839360,positive
218,620757613492498433,neutral
219,620757698456371200,positive
220,620758574747262976,neutral
221,620758950850494464,negative
222,620760083450871809,positive
223,620761166688727040,positive
224,620765747095183360,positive
225,620768381722075136,negative
226,620771789556219904,positive
227,620773129191858176,neutral
228,620776601295269888,neutral
229,620778538178772992,neutral
230,620792569614761985,neutral
231,620805945476677632,positive
232,620811850679218177,neutral
233,620811912369041408,positive
234,620818226360946688,positive
235,620836436846120960,neutral
236,620843406613331968,neutral
237,620881405317369856,neutral
238,620894187769188352,positive
239,620896541495160832,negative
240,620899280442646528,neutral
241,620901965032198144,neutral
242,620915663687798784,neutral
243,620922198249881600,positive
244,620933187963715584,positive
245,620943689653846016,neutral
246,620946348322476032,neutral
247,620958209801592832,neutral
248,620963118001340416,neutral
249,620971334609166340,neutral
250,620987398936096768,neutral
251,620998361743757312,positive
252,621002465064951810,neutral
253,621010391133351936,neutral
254,621021461352833026,neutral
255,621022505126334464,positive
256,621034511145508864,neutral
257,621034773134344192,positive
258,621035608224477184,neutral
259,621039806047350784,positive
260,621041912666017792,negative
261,621048913999429632,neutral
262,621053956437848064,negative
263,621058275753246720,neutral
264,621062362859184129,positive
265,621065279607582720,negative
266,621066477576306690,positive
267,621077777287135232,positive
268,621082344502468608,neutral
269,621097710075125760,neutral
270,621125399494311936,negative
271,621141891460022276,positive
272,621149216434462720,neutral
273,621149890161307648,positive
274,621160187680944128,neutral
275,621160246220824576,neutral
276,621160261592973312,neutral
277,621160288688189440,neutral
278,621160354484097024,neutral
279,621160379041869825,positive
280,621160456732848130,neutral
281,621160532402421760,neutral
282,621160565923123200,positive
283,621160669467906048,neutral
284,621160820097970176,neutral
285,621160828868382720,neutral
286,621161099241480192,neutral
287,621161363692474369,neutral
288,621163139791392768,neutral
289,621172436348878848,neutral
290,621187937707892736,neutral
291,621200553847054336,positive
292,621201303658631168,neutral
293,621210040918118400,neutral
294,621227549805428736,positive
295,621230387755397120,neutral
296,621233092997578752,negative
297,621234052687859712,neutral
298,621237602562252800,neutral
299,621250012924760064,neutral
300,621253287803777024,neutral
301,621272805464764417,neutral
302,621276708105252864,neutral
303,621290198605950976,positive
304,621299438313566208,positive
305,621307018096218113,neutral
306,621307763168268289,neutral
307,621319689633988608,positive
308,621326803148259329,positive
309,621346514032545792,neutral
310,621346683289497600,negative
311,621359597257904128,neutral
312,621366390646247424,positive
313,621369373270405120,positive
314,621371215958159360,positive
315,621371407897894914,positive
316,621373933548359680,positive
317,621378608838410240,neutral
318,621389762570637312,positive
319,621395446196518912,neutral
320,621398897831841792,neutral
321,621402369922854912,neutral
322,621413107907317760,positive
323,621434306104266753,neutral
324,621441054861062145,neutral
325,621441571003744256,neutral
326,621441634132099073,neutral
327,621446934130257920,positive
328,621469425401729024,positive
329,621489326816366592,neutral
330,621498706928500736,positive
331,621501705675407360,neutral
332,621510717452222465,positive
333,621539650088210432,positive
334,621542336493957120,positive
335,621576090394431488,negative
336,621576751186096129,neutral
337,621576751186096129,neutral
338,621584718140715008,positive
339,621651406064324608,positive
340,621651780682784768,neutral
341,621671339569598469,positive
342,621673625440096257,positive
343,621677530337157120,positive
344,621679290728345601,positive
345,621704956769357824,positive
346,621707631225360384,negative
347,621715587882987520,positive
348,621727051616284672,neutral
349,621728532629221376,positive
350,621747884053147648,positive
351,621751839122436096,neutral
352,621758839352901632,negative
353,621762070619492352,positive
354,621773633397129216,positive
355,621775272619208704,positive
356,621787700555829248,neutral
357,621788579208036352,negative
358,621794924028121088,neutral
359,621805057173004289,positive
360,621808920114278400,positive
361,621832130960584704,positive
362,621832933293211652,neutral
363,621837278504071168,neutral
364,621837302050877440,neutral
365,621837558058647552,negative
366,621840017510531072,neutral
367,621849874598920192,negative
368,621872438402351106,negative
369,621876089095352320,positive
370,621886745819394048,positive
371,621901517910454272,positive
372,621907335871614976,neutral
373,621915947872313344,negative
374,621927458829262848,neutral
375,621952305525493760,negative
376,621956099386830848,positive
377,621964911405629440,negative
378,621973173551153152,positive
379,621978586711523328,negative
380,621980265880096769,positive
381,621986234102059008,positive
382,621996565876633600,positive
383,622001135809769472,neutral
384,622002981874073600,positive
385,622007528621277184,neutral
386,622011958104051713,positive
387,622022506375999488,neutral
388,622028584148799488,neutral
389,622031496145170432,positive
390,622036294059712512,positive
391,622038814312300544,negative
392,622043103747182592,positive
393,622043326913495041,positive
394,622043537836777472,neutral
395,622047783269343232,neutral
396,622050099519209473,positive
397,622050378251681792,neutral
398,622055978184372224,negative
399,622056816025796608,positive
400,622056991691800576,positive
401,622057710243160064,positive
402,622057940418060288,positive
403,622058283927490561,positive
404,622059626247270400,positive
405,622063534696869888,positive
406,622066256666099712,positive
407,622075001731194880,positive
408,622075910095814656,positive
409,622081038169317377,positive
410,622082082995634177,positive
411,622086372824723458,positive
412,622089766369120256,positive
413,622092681745989633,neutral
414,622093214942519296,neutral
415,622095326795694080,positive
416,622097967370096640,positive
417,622102119269703680,positive
418,622103137562853377,neutral
419,622103728728879104,positive
420,622105561459372032,positive
421,622111606135242752,positive
422,622113539046506496,positive
423,622115272183443461,positive
424,622115841853779968,positive
425,622117503125336064,positive
426,622117783791235072,positive
427,622119071186874368,positive
428,622123685697208320,neutral
429,622124285419597824,neutral
430,622126711367434241,positive
431,622130037286916096,positive
432,622130677048320001,positive
433,622135158691504128,neutral
434,622136916130050048,positive
435,622146116704989185,positive
436,622152106573742082,positive
437,622152479904518144,negative
438,622156727522340864,positive
439,622156783922974721,positive
440,622157295393226752,positive
441,622165174510731264,positive
442,622166940933562369,neutral
443,622173504931254272,positive
444,622179911587905536,positive
445,622180925946736641,positive
446,622183126605807616,positive
447,622183324551766016,neutral
448,622199363159330816,neutral
449,622207341971283968,positive
450,622213623922999296,neutral
451,622213963451797504,neutral
452,622215530112516096,positive
453,622221861150003200,positive
454,622222801055780864,negative
455,622223942405623808,positive
456,622224678015369216,positive
457,622272934342557696,neutral
458,622284713617534976,positive
459,622298667823726592,neutral
460,622306992401588224,positive
461,622338188544221184,negative
462,622360471224631296,positive
463,622367539209895936,negative
464,622368052802363392,positive
465,622399189251551232,positive
466,622404478105427968,neutral
467,622408271643541504,positive
468,622411783773536258,positive
469,622413165121421312,positive
470,622414052564840448,positive
471,622414975299158016,positive
472,622415173228216321,positive
473,622422949291757568,negative
474,622422971680980992,positive
475,622430870297653250,positive
476,622432857731014656,neutral
477,622436007447629824,positive
478,622436668025503748,positive
479,622437801968160768,positive
480,622438941887631360,positive
481,622440916041768960,positive
482,622445669752655872,positive
483,622447609387552768,positive
484,622447951722467329,positive
485,622450082785312768,neutral
486,622454075548807168,positive
487,622455603932237825,neutral
488,622457997411794944,positive
489,622460383761178624,positive
490,622462423140802560,positive
491,622464854402535424,positive
492,622469422075281409,positive
493,622469685796339712,positive
494,622470520596996096,positive
495,622478648143147008,neutral
496,622481465759125504,positive
497,622492553372430336,neutral
498,622500127962492929,positive
499,622501369828769792,positive
500,622506404688101376,positive
501,622508341487493120,positive
502,622513583436337152,positive
503,622517049638522880,neutral
504,622522484106113024,neutral
505,622522555853897732,positive
506,622526359148097536,positive
507,622529270397706240,positive
508,622531913400487936,positive
509,622532027284332544,positive
510,622539434630590464,neutral
511,622539654638751744,positive
512,622544136625782784,positive
513,622545166809853952,positive
514,622545583589457920,positive
515,622546881722359808,positive
516,622547534506950656,positive
517,622547920827461632,positive
518,622551361427668992,neutral
519,622560987481264128,neutral
520,622561532996648960,neutral
521,622561601032470528,positive
522,622565332138487808,positive
523,622566742901030912,neutral
524,622567236906143745,positive
525,622568115998601216,neutral
526,622571257356136448,positive
527,622579161928839172,neutral
528,622584267340664832,positive
529,622584741351428096,positive
530,622586096564740096,positive
531,622586166718636032,positive
532,622586401570320384,positive
533,622590683363217408,positive
534,622591616096858112,neutral
535,622592324976009216,positive
536,622593694579822596,positive
537,622598070845358080,neutral
538,622601193471217664,neutral
539,622604270563528704,positive
540,622607930609790976,positive
541,622622728420524032,positive
542,622622913867444224,positive
543,622623084395114496,neutral
544,622626065136140288,neutral
545,622657265628250112,negative
546,622660557271740417,neutral
547,622674645242785792,positive
548,622679363926921218,positive
549,622685818361147392,positive
550,622689109367099392,neutral
551,622703970809737217,neutral
552,622723730293321728,positive
553,622725779110150144,negative
554,622726705740787712,neutral
555,622728091773874176,positive
556,622728946807930880,neutral
557,622734154262781953,positive
558,622747886044999680,positive
559,622760306582888448,positive
560,622760599680892929,positive
561,622761518065713152,positive
562,622762267197595648,positive
563,622765623836323840,positive
564,622768294840389634,positive
565,622773135998369792,positive
566,622773481256714240,neutral
567,622775098156695552,positive
568,622775769010470912,positive
569,622775990536830976,neutral
570,622779054383628288,positive
571,622780437648289793,positive
572,622787451283767296,negative
573,622790521757532160,positive
574,622795294653067264,neutral
575,622795390648061952,neutral
576,622795479332581376,neutral
577,622795886507225088,negative
578,622796035056881664,neutral
579,622797236670492672,neutral
580,622798222524837888,positive
581,622799196102467584,neutral
582,622802856668631040,positive
583,622803089175748608,neutral
584,622803362568744960,positive
585,622805381581012992,neutral
586,622806865605320705,positive
587,622807251670188032,neutral
588,622808788823842816,positive
589,622808915349270528,neutral
590,622808994034417664,neutral
591,622809362365485057,neutral
592,622809916126986240,positive
593,622811313614520321,positive
594,622812100826566656,neutral
595,622812557489770497,positive
596,622813264158846977,negative
597,622813828468862977,positive
598,622813892088041472,positive
599,622814122326028289,neutral
600,622814273404801024,neutral
601,622814667434512384,positive
602,622815054883368960,positive
603,622815213415305216,positive
604,622815750114410497,neutral
605,622815821635653632,neutral
606,622816170404651015,neutral
607,622816235684777984,positive
608,622816254290722816,neutral
609,622816269474111488,positive
610,622816475628326912,positive
611,622816547661156352,negative
612,622816698698178560,neutral
613,622816940877324288,neutral
614,622817313679519745,positive
615,622817600226074624,positive
616,622818036886560768,neutral
617,622818077445632000,negative
618,622818172173946880,positive
619,622818275131572224,neutral
620,622818389241806848,neutral
621,622818444077993984,neutral
622,622818480316915712,positive
623,622818645090111488,positive
624,622818728158326788,positive
625,622818731975032832,neutral
626,622818736882348032,positive
627,622818771217055744,positive
628,622818811591426048,negative
629,622818845212983297,positive
630,622818966700978177,positive
631,622818972736561152,neutral
632,622818984761667585,negative
633,622819006085513216,neutral
634,622819095587778560,positive
635,622819185018728448,positive
636,622819190727143424,positive
637,622819249300611072,positive
638,622819306913579008,positive
639,622819329327931393,positive
640,622819444344143872,positive
641,622819495447527428,positive
642,622819503630585856,neutral
643,622819512207982592,positive
644,622819600862945280,neutral
645,622819961162080256,positive
646,622820300430905345,positive
647,622820573270384640,positive
648,622821032035008512,neutral
649,622821049676267520,positive
650,622821082681049088,neutral
651,622821349107609600,positive
652,622821652104151040,positive
653,622821832652144640,positive
654,622822054568574976,neutral
655,622822227852005376,positive
656,622822568219643905,neutral
657,622822918964314112,positive
658,622822930167242753,neutral
659,622822930498650113,positive
660,622823116729909248,positive
661,622823172807602176,neutral
662,622823321139195904,neutral
663,622823455357018112,positive
664,622823472000057345,neutral
665,622823618284793856,positive
666,622823748035588096,positive
667,622823748350144517,neutral
668,622823823612715010,neutral
669,622824049983549440,neutral
670,622824054916034560,positive
671,622824372600901632,negative
672,622824408646746112,neutral
673,622824437025505280,positive
674,622824524153683968,neutral
675,622824529413312512,positive
676,622824563588644868,positive
677,622824641418039296,neutral
678,622824698343260160,positive
679,622824820162441216,positive
680,622824924042915840,neutral
681,622824972646420481,neutral
682,622825002467987456,positive
683,622825101671682048,positive
684,622825169963212801,neutral
685,622826378057129985,neutral
686,622826836310032384,positive
687,622826899459436549,neutral
688,622827732641124352,positive
689,622828018633826304,neutral
690,622828526010433537,neutral
691,622828627059539968,neutral
692,622828874024550400,negative
693,622829037434462208,neutral
694,622829114198659072,neutral
695,622829207241027584,negative
696,622829368721690624,neutral
697,622829427983024128,neutral
698,622829448094617600,positive
699,622829646032338944,positive
700,622830035624402946,neutral
701,622830303850180608,positive
702,622830321805996032,neutral
703,622830337500909568,neutral
704,622830531470827520,neutral
705,622830618511048705,neutral
706,622830777995145217,negative
707,622831020958552064,positive
708,622831394432135169,neutral
709,622831411683270656,positive
710,622831467589009408,neutral
711,622831680055808000,positive
712,622831751883304960,positive
713,622831894380589056,positive
714,622832396547678208,negative
715,622832413563949056,neutral
716,622832666044461056,neutral
717,622832749452349442,positive
718,622833386374172672,neutral
719,622833484571254784,neutral
720,622833896116219904,positive
721,622834407372681216,negative
722,622834435948445696,neutral
723,622835395303239680,positive
724,622835536269586432,neutral
725,622836181210898432,positive
726,622836402124754945,neutral
727,622836855847931905,positive
728,622837175999180800,positive
729,622837365376176132,neutral
730,622837513657417733,positive
731,622837654816747520,positive
732,622838332851159040,neutral
733,622838426941919232,neutral
734,622839387139739649,neutral
735,622839506727739392,neutral
736,622840588291981312,positive
737,622840811936288768,positive
738,622841129701122048,negative
739,622841460958883840,positive
740,622841699937685505,positive
741,622841723534884865,neutral
742,622841855869353985,neutral
743,622841948357791744,neutral
744,622842030625046528,positive
745,622842272711868416,neutral
746,622842635955347456,neutral
747,622843555069960192,negative
748,622844163210543104,positive
749,622845402891558913,negative
750,622846608628142080,neutral
751,622846633210957828,positive
752,622846960228265984,positive
753,622848112600739840,positive
754,622848734678937600,neutral
755,622850071479087105,neutral
756,622851284824129536,neutral
757,622851566484062208,neutral
758,622854721066397696,negative
759,622855655356018688,neutral
760,622857316363317248,positive
761,622857481086222336,positive
762,622858036508557312,positive
763,622858177969786881,neutral
764,622861695124422656,positive
765,622861758982672384,negative
766,622862765724729345,positive
767,622863207942615040,neutral
768,622863897415041024,positive
769,622865057874083841,positive
770,622866146010775552,neutral
771,622867470697807873,negative
772,622867635483602944,positive
773,622868019581222913,neutral
774,622868115811082240,neutral
775,622868651847237632,negative
776,622868800036339712,positive
777,622871803392884737,neutral
778,622871863803408384,neutral
779,622873078465470464,positive
780,622874147874476032,negative
781,622874776823033856,neutral
782,622875711347539968,positive
783,622875786891165696,positive
784,622877663410171905,positive
785,622877794305974272,neutral
786,622878582289776640,positive
787,622880058386984960,positive
788,622880281452769280,neutral
789,622881282113015808,positive
790,622881378498158592,neutral
791,622881417941291008,neutral
792,622882003784990722,neutral
793,622882520519020544,neutral
794,622882850401058817,positive
795,622882924422144000,positive
796,622883291763470336,positive
797,622883581057069057,positive
798,622884529368363008,neutral
799,622886878136639488,neutral
800,622888559989641216,neutral
801,622889664039378944,negative
802,622889981812568064,neutral
803,622890253905436672,positive
804,622890660241252352,neutral
805,622891732087083008,positive
806,622891919190790144,neutral
807,622893202811580416,positive
808,622893202811580416,positive
809,622894023347425280,neutral
810,622894102204547073,positive
811,622894976909901824,positive
812,622901153915867136,neutral
813,622904263665168384,positive
814,622905930166964224,neutral
815,622907747697328133,positive
816,622908901508263936,positive
817,622910599484297216,neutral
818,622917236756455428,neutral
819,622917798172434432,positive
820,622917801632755712,neutral
821,622920201298911233,positive
822,622920460284465152,neutral
823,622920477057679360,neutral
824,622922037300994048,positive
825,622922134067609600,neutral
826,622922483780427776,neutral
827,622922810265108480,neutral
828,622925384456142848,positive
829,622925601440178176,positive
830,622926699332644864,neutral
831,622927848517582848,neutral
832,622928794412843008,neutral
833,622931081302573056,neutral
834,622932931896561664,positive
835,622934507063246848,positive
836,622934962115866624,positive
837,622935094819430400,positive
838,622935980580802561,neutral
839,622942150548848640,positive
840,622943111203962880,positive
841,622943379060584448,neutral
842,622944664409260032,positive
843,622945513256714240,positive
844,622945668714246144,neutral
845,622946692862734336,positive
846,622947689458614272,neutral
847,622954809012850688,neutral
848,622957333530816512,positive
849,622959417323974658,neutral
850,622961340324442112,neutral
851,622961641219616768,positive
852,622966523653525504,positive
853,622968498554335232,positive
854,622970748374642688,positive
855,622971909542674432,positive
856,622972604744269824,neutral
857,622972681797902336,negative
858,622974529615306752,positive
859,622979071987859456,neutral
860,622981010368495617,neutral
861,622981027032637440,neutral
862,622983070283616256,neutral
863,622991949453217792,neutral
864,622992336386174977,positive
865,622995737853476864,positive
866,622998231795007488,negative
867,622998265575919619,neutral
868,623000055339945984,neutral
869,623000446496542720,neutral
870,623001117417304064,positive
871,623002327474130944,positive
872,623006592024252416,neutral
873,623007485633409024,positive
874,623009935778037761,neutral
875,623011567681077248,positive
876,623013017538527232,neutral
877,623013512172994560,positive
878,623013919817342976,neutral
879,623014004257128448,neutral
880,623016038746202112,positive
881,623019043193163776,positive
882,623020305649274880,positive
883,623025660747886592,positive
884,623026196322758656,positive
885,623026750218317824,positive
886,623028186004066304,positive
887,623034219946708992,negative
888,623036176220471296,positive
889,623038119407955968,positive
890,623041124492390400,positive
891,623041148454608896,positive
892,623042689110421504,positive
893,623044898237779968,neutral
894,623045189549051904,positive
895,623049519496704000,positive
896,623049963979739136,neutral
897,623050920977281024,positive
898,623051397911592960,positive
899,623052474442739712,positive
900,623054410260856832,positive
901,623054448458248192,neutral
902,623055129890193412,neutral
903,623055423793291264,positive
904,623056448721932288,positive
905,623057408621944832,negative
906,623057649450512384,neutral
907,623058217812148224,positive
908,623058611019870210,positive
909,623060895623716864,positive
910,623061128868962304,neutral
911,623061791187300352,positive
912,623062292582633472,positive
913,623062735958487040,neutral
914,623064043788472320,neutral
915,623066247555620864,negative
916,623066766781059072,positive
917,623067632367841280,negative
918,623068819276365824,neutral
919,623070827576037376,neutral
920,623072476055117824,positive
921,623072779563323392,neutral
922,623073539910819840,neutral
923,623073565231980545,negative
924,623073877791539200,neutral
925,623075288243675136,negative
926,623075412499898368,neutral
927,623075456976330753,neutral
928,623076104060866560,neutral
929,623077223919030272,negative
930,623077997042479104,neutral
931,623080745930612736,neutral
932,623081828690362368,positive
933,623083273036636160,positive
934,623084651821838336,positive
935,623084663461036033,positive
936,623086937830658048,neutral
937,623087918685384704,neutral
938,623091493323075585,neutral
939,623092310142754816,positive
940,623093051439902720,positive
941,623094698614390784,positive
942,623094820433608704,positive
943,623095112751431681,negative
944,623097485553065984,neutral
945,623097600925900801,negative
946,623098463631319042,positive
947,623099260733628417,positive
948,623100786738790400,positive
949,623103353585668096,neutral
950,623103911285686272,positive
951,623104341617065985,neutral
952,623104344288706560,positive
953,623106323656351744,neutral
954,623108085507297280,negative
955,623108751860613120,positive
956,623108969620353024,positive
957,623109416443899904,neutral
958,623110239961747457,negative
959,623110781001965569,neutral
960,623111303259787264,neutral
961,623111349145616384,neutral
962,623113298230292480,positive
963,623113641072537601,positive
964,623114596061184000,positive
965,623114882976645120,neutral
966,623131140514299906,neutral
967,623131170612449282,neutral
968,623131180095942657,neutral
969,623131594681884672,neutral
970,623131602013540352,neutral
971,623131904607395840,neutral
972,623132268576374784,neutral
973,623132484235083777,neutral
974,623133669935423488,positive
975,623133686653808641,neutral
976,623133820435460096,negative
977,623133968955801600,positive
978,623134300083372033,neutral
979,623135466104180737,negative
980,623135473221775360,neutral
981,623135812520034305,neutral
982,623135972167950336,neutral
983,623136593684135936,neutral
984,623137393948790784,neutral
985,623141227437912064,neutral
986,623141783048884225,neutral
987,623142545741250560,positive
988,623143082360332288,neutral
989,623143416629587968,neutral
990,623143422505807872,neutral
991,623144437464608768,positive
992,623145061275041793,positive
993,623147507275542532,positive
994,623147645758869504,positive
995,623149142718595073,neutral
996,623149264303181824,neutral
997,623149897257070592,neutral
998,623151440559669248,neutral
999,623153383730352128,neutral
1000,623153652690219009,negative
1001,623153790556897281,positive
1002,623154097051426817,negative
1003,623154638188085248,neutral
1004,623155593956728833,positive
1005,623156630016888832,neutral
1006,623159858813120512,positive
1007,623161502640525312,neutral
1008,623162208059555841,positive
1009,623163286029225984,positive
1010,623167050114936833,neutral
1011,623170030348337152,neutral
1012,623171008162349056,neutral
1013,623171564905832448,positive
1014,623171800189562880,neutral
1015,623172432619139072,neutral
1016,623172724198875136,positive
1017,623174628740087808,positive
1018,623176799774765056,positive
1019,623181288552464384,neutral
1020,623181528605040641,negative
1021,623184322175086593,negative
1022,623185312764833792,neutral
1023,623187008886841345,neutral
1024,623189197738913792,neutral
1025,623189844072640512,neutral
1026,623193090225008644,positive
1027,623193591628828672,positive
1028,623195372727484416,negative
1029,623204523650248704,positive
1030,623207850999857152,negative
1031,623208785318932480,positive
1032,623210710227550208,neutral
1033,623211642361217024,neutral
1034,623216329231876096,negative
1035,623217488910659584,neutral
1036,623220573854797824,positive
1037,623220660957896704,neutral
1038,623221665858650112,neutral
1039,623224116951146496,neutral
1040,623224141391503360,neutral
1041,623224837884915712,positive
1042,623226498074431488,neutral
1043,623230588195975168,neutral
1044,623230994343038977,neutral
1045,623231191370584064,positive
1046,623231637296300032,neutral
1047,623232744676544513,neutral
1048,623235188726763520,positive
1049,623241698525642754,positive
1050,623244124163059712,positive
1051,623245859556200449,neutral
1052,623245892053807104,positive
1053,623246606515744768,negative
1054,623252284433039360,neutral
1055,623255813763768320,positive
1056,623262347453313024,positive
1057,623263146279440384,neutral
1058,623265437552394240,positive
1059,623271069810450432,positive
1060,623274439086612481,positive
1061,623277558985916416,positive
1062,623278676277379072,neutral
1063,623279879740608512,neutral
1064,623281662143692801,neutral
1065,623282996351762432,neutral
1066,623283894230478848,neutral
1067,623286751616999424,negative
1068,623287068752543744,neutral
1069,623293460892684288,positive
1070,623295431624294400,neutral
1071,623298267678416896,positive
1072,623299873614344193,neutral
1073,623302415706628096,positive
1074,623303959940304896,negative
1075,623305234190708736,neutral
1076,623308290831843328,neutral
1077,623309931152674820,positive
1078,623310062002409477,positive
1079,623310317666324480,neutral
1080,623310954248286208,positive
1081,623321538238918656,positive
1082,623326386652995585,neutral
1083,623328018421846016,positive
1084,623328047584948225,neutral
1085,623330465894658048,positive
1086,623336762807570432,positive
1087,623343242826743808,neutral
1088,623354940631584768,positive
1089,623355083758022656,positive
1090,623355989073379328,positive
1091,623358727215710212,neutral
1092,623360774300262400,positive
1093,623360928147447808,neutral
1094,623362474499248128,positive
1095,623365166768488448,positive
1096,623367799247745024,positive
1097,623369863503958016,neutral
1098,623371299738365952,neutral
1099,623374456774389760,neutral
1100,623375745843224576,positive
1101,623380426388680704,positive
1102,623383302141902848,positive
1103,623385877117448192,positive
1104,623386133167116288,neutral
1105,623387443799068672,positive
1106,623387546584612864,positive
1107,623394012788035584,neutral
1108,623395035917217792,neutral
1109,623395447374114816,neutral
1110,623404366683340800,positive
1111,623407057958338561,neutral
1112,623409625216495616,neutral
1113,623410889178353664,negative
1114,623411052663828481,negative
